"List of plants for all fuels, United States, all sectors"
"https://www.eia.gov/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vvvvu&geo=vvvvvvvvvvvvo&sec=g&freq=M&start=200101&end=202505&ctype=linechart&ltype=pin&rtype=s&pin=&rse=0&maptype=0"
"Wed Jul 30 2025 19:20:26 GMT-0700 (Pacific Daylight Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types"
"Spaulding 2",282,"CA","Electric utility","HY","WAT"
"Spaulding 3",283,"CA","Electric utility","HY","WAT"
"Spearfish Hydro",58438,"SD","Electric utility","HY","WAT"
"Spearville",56351,"KS","Electric utility","WT","WND"
"Spearville 3 LLC",57975,"KS","Electric utility non-cogen","WT","WND"
"Speckled Perch",65913,"FL","Electric utility","PV","SUN"
"Spectrum Solar Hybrid",67490,"MD","Electric utility non-cogen","PV","SUN"
"Spectrum Solar PV Power Project",58490,"NV","Electric utility non-cogen","PV","SUN"
"Speedway Solar NC, LLC",62821,"NC","Electric utility non-cogen","PV","SUN"
"Spencer",4266,"TX","Electric utility","ST","NG"
"Spencer (NY)",67617,"NY","Electric utility non-cogen","PV","SUN"
"Spencer Farm, LLC",61220,"NC","Electric utility non-cogen","PV","SUN"
"Spencer Gas Turbine",1186,"IA","Electric utility","GT","KER"
"Spencer Meadow Solar Energy Storage",64520,"NC","Electric utility","PV","SUN"
"Spencer Solar MA",67151,"MA","Electric utility non-cogen","PV","SUN"
"Spica Community Solar",60943,"MN","Electric utility non-cogen","PV","SUN"
"Spicer Meadow Project",54554,"CA","Electric utility","HY","WAT"
"Spicewood Solar Farm LLC",59109,"NC","Electric utility non-cogen","PV","SUN"
"Spier Falls",2612,"NY","Electric utility non-cogen","HY","WAT"
"Spillway",3321,"SC","Electric utility","HY","WAT"
"Spindle Hill Energy Center",56445,"CO","Electric utility non-cogen","GT","NG"
"Spinning Spur Wind II",58774,"TX","Electric utility non-cogen","WT","WND"
"Spinning Spur Wind III",58775,"TX","Electric utility non-cogen","WT","WND"
"Spinning Spur Wind LLC",57973,"TX","Electric utility non-cogen","WT","WND"
"Spion Kop Wind Farm",58218,"MT","Electric utility","WT","WND"
"Spirit Mountain",7541,"WY","Electric utility","HY","WAT"
"Spiritwood Station",56786,"ND","Electric utility","ST","NG,RC,PG"
"Spokane Waste to Energy",50886,"WA","Electric utility non-cogen","ST","MSB,MSN"
"Spooner Solar Array",64976,"WI","Electric utility non-cogen","PV","SUN"
"Sprague Hydro",10737,"OR","Electric utility non-cogen","HY","WAT"
"Spreckels Sugar Company",57916,"CA","Industrial cogen","ST","NG"
"Spring Canyon",56320,"CO","Electric utility non-cogen","WT","WND"
"Spring Canyon Expansion Wind Energy Ctr",58769,"CO","Electric utility non-cogen","WT","WND"
"Spring Creek",450,"CA","Electric utility","HY","WAT"
"Spring Creek Energy Center",55651,"OK","Electric utility","GT","NG"
"Spring Gap",284,"CA","Electric utility","HY","WAT"
"Spring Grove I",61986,"VA","Electric utility","PV","SUN"
"Spring Hill Road",59839,"MA","Electric utility non-cogen","PV","SUN"
"Spring Hope Solar 2, LLC",66465,"NC","Electric utility non-cogen","PV","SUN"
"Spring Hope Solar 3, LLC",62997,"NC","Electric utility non-cogen","PV","SUN"
"Spring House",59056,"PA","Electric utility non-cogen","IC","NG"
"Spring Lane",67706,"PA","Electric utility non-cogen","PV","SUN"
"Spring Mill Solar RES",59987,"IN","Electric utility","PV","SUN"
"Spring Prairie Solar LLC CSG",66972,"MN","Electric utility non-cogen","PV","SUN"
"Spring Prairie Solar WI, LLC",67733,"WI","Electric utility","PV","SUN"
"Spring Street Solar 1 CSG",61009,"MA","Electric utility non-cogen","PV","SUN"
"Spring Valley",2013,"MN","Electric utility","IC","NG,DFO"
"Spring Valley Farm 2, LLC",59593,"NC","Electric utility non-cogen","PV","SUN"
"Spring Valley Wind Project",57192,"NV","Electric utility non-cogen","WT","WND"
"Springbok 3 Solar Farm Hybrid",60491,"CA","Electric utility non-cogen","PV","SUN"
"Springbok Solar Farm 1",59532,"CA","Electric utility non-cogen","PV","SUN"
"Springbok Solar Farm 2",59840,"CA","Electric utility non-cogen","PV","SUN"
"Springdale 1 & 2",55196,"PA","Electric utility non-cogen","GT","NG"
"Springdale School District",68719,"AR","Electric utility","PV","SUN"
"Springer Solar 1",59560,"NM","Electric utility","PV","SUN"
"Springerville",8223,"AZ","Electric utility","ST,PV","SUN,DFO,SUB"
"Springfield (MN)",2012,"MN","Electric utility","IC","DFO"
"Springfield Solar",65317,"VA","Electric utility","PV","SUN"
"Springfield Solar (WI)",64996,"WI","Electric utility","PV","SUN"
"Springfield Solar 1 LLC",59110,"MO","Electric utility non-cogen","PV","SUN"
"Springfield Solar LLC",59545,"OH","Electric utility non-cogen","PV","SUN"
"Springfield Solar PV",62072,"MA","Electric utility","PV","SUN"
"Springfield Solar Project",61907,"NJ","Electric utility non-cogen","PV","SUN"
"Springfield Wind",67160,"CO","Electric utility","WT","WND"
"Springhill Gas Recovery Plant",56522,"FL","Electric utility non-cogen","IC","LFG"
"Springview",7771,"NE","Electric utility non-cogen","WT","WND"
"Springville Hydroelectric",56125,"CA","Electric utility non-cogen","HY","WAT"
"Spruance Operating Services LLC",54081,"VA","Electric utility cogen","ST","NG"
"Spruce - WCMD - Creek",63525,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Resh I",63526,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Rubble I",63524,"MD","Electric utility non-cogen","PV","SUN"
"Spruce - WCMD - Rubble II",63523,"MD","Electric utility non-cogen","PV","SUN"
"Spruce Mountain WInd",58026,"ME","Electric utility non-cogen","WT","WND"
"Spruce Ridge Gas Recovery",57017,"MN","Electric utility non-cogen","IC","LFG"
"Squa Pan Hydro Station",1516,"ME","Electric utility non-cogen","HY","WAT"
"Square Barn Solar",63070,"IL","Electric utility non-cogen","PV","SUN"
"Sr Byhalia, LLC",67081,"MS","Electric utility non-cogen","PV","SUN"
"St Bonifacius",6824,"MN","Electric utility","GT","DFO"
"St Clair",1743,"MI","Electric utility","GT","NG"
"St Croix Falls",4011,"WI","Electric utility","HY","WAT"
"St Francis Energy Facility",7604,"MO","Electric utility","CS","NG"
"St Francisville Mill",10697,"LA","Industrial cogen","ST","NG,BLQ"
"St George Red Rock",7080,"UT","Electric utility","IC","DFO"
"St James",1929,"MN","Electric utility","IC","DFO"
"St John",1322,"KS","Electric utility","IC","DFO"
"St Johns Riverside Hospital",62051,"NY","Commercial non-cogen","IC","DFO"
"St Joseph Energy Center",57794,"IN","Electric utility non-cogen","CT,CA","NG"
"St Joseph Landfill Generating Station",58024,"MO","Electric utility","IC","LFG"
"St Louis",1852,"MI","Electric utility","IC,HY","DFO,WAT"
"St Louis Solar",63456,"OR","Electric utility non-cogen","PV","SUN"
"St Lucie",6045,"FL","Electric utility","ST","NUC"
"St Marys",2942,"OH","Electric utility","GT","NG,DFO"
"St Marys IC",6338,"AK","Electric utility","IC","DFO"
"St Nicholas Cogen Project",54634,"PA","Electric utility cogen","ST","WC"
"St Paul Cogeneration",56643,"MN","Electric utility cogen","ST","NG,WDS"
"St Stephen",6789,"SC","Electric utility","HY","WAT"
"St. Albans SPEED Project",59445,"VT","Electric utility non-cogen","PV","SUN"
"St. Charles Power Plant",56100,"MN","Electric utility","IC","DFO"
"St. Charles Power Station (LA)",60926,"LA","Electric utility","CT,CA","NG"
"St. Charles Solar",62869,"MN","Electric utility non-cogen","PV","SUN"
"St. Clair Solar 3",68232,"IL","Electric utility non-cogen","PV","SUN"
"St. Cloud Hydro",64242,"MN","Electric utility non-cogen","HY","WAT"
"St. Cloud Solar CSG",61384,"MN","Electric utility non-cogen","PV","SUN"
"St. Gall Energy Storage I",66336,"TX","Electric utility non-cogen","BA","MWH"
"St. George",68720,"KS","Electric utility","PV","SUN"
"St. James Solar (LA)",62854,"LA","Electric utility non-cogen","PV","SUN"
"St. Johns Episcopal Hospital",62450,"NY","Commercial non-cogen","IC","DFO"
"St. Joseph Hospital",62452,"NY","Commercial non-cogen","IC","DFO"
"St. Joseph Solar",63801,"IN","Electric utility","PV","SUN"
"St. Joseph's Solar, LLC CSG",63555,"MA","Electric utility non-cogen","PV","SUN"
"St. Lawrence University - Sutton",61579,"NY","Electric utility non-cogen","PV","SUN"
"St. Mary's Hospital For Children",63669,"NY","Commercial non-cogen","IC","DFO"
"St. Matthews Solar",60293,"SC","Electric utility non-cogen","PV","SUN"
"St. Olaf StandBy Generators",58996,"MN","Commercial non-cogen","IC","DFO"
"St. Olaf Wind Turbine",58995,"MN","Commercial non-cogen","WT","WND"
"St. Paul Intl Airport Red & Blue Parking",59709,"MN","Electric utility non-cogen","PV","SUN"
"St. Paul-Howard Greeley",68721,"NE","Electric utility","PV","SUN"
"St. Pauls Solar 1, LLC",60396,"NC","Electric utility non-cogen","PV","SUN"
"St. Pauls Solar 2",61156,"NC","Electric utility non-cogen","PV","SUN"
"Stafford Hill Solar Hybrid",60518,"VT","Electric utility","PV","SUN"
"Stafford MS Ground Mount Community Solar",60880,"CT","Electric utility non-cogen","PV","SUN"
"Stafford St 2 Community Solar",61017,"MA","Electric utility non-cogen","PV","SUN"
"Stafford St Solar 1 CSG",61016,"MA","Electric utility non-cogen","PV","SUN"
"Stafford St Solar 3 CSG",61018,"MA","Electric utility non-cogen","PV","SUN"
"Stage Gulch Solar",61791,"CA","Electric utility non-cogen","PV","SUN"
"Stagecoach Solar",59604,"NC","Electric utility non-cogen","PV","SUN"
"Stahl Wind Energy",56409,"MN","Electric utility non-cogen","WT","WND"
"Stainback Solar Farm",60257,"NC","Electric utility non-cogen","PV","SUN"
"Stairs",3659,"UT","Electric utility","HY","WAT"
"Stamey Solar",62313,"SC","Electric utility non-cogen","PV","SUN"
"Stamford Health",64515,"CT","Commercial non-cogen","IC","DFO"
"Stampede",7066,"CA","Electric utility","HY","WAT"
"Stampede Solar Hybrid",67762,"TX","Electric utility non-cogen","BA,PV","MWH,SUN"
"Standish",67333,"ME","Electric utility non-cogen","PV","SUN"
"Stanford",66483,"NY","Electric utility non-cogen","PV","SUN"
"Stanford Campus Solar",62020,"CA","Electric utility non-cogen","PV","SUN"
"Stanislaus",285,"CA","Electric utility","HY","WAT"
"Stanly Solar, LLC",64702,"NC","Electric utility non-cogen","PV","SUN"
"Stanton Battery Energy Storage",66423,"CA","Electric utility non-cogen","BA","MWH"
"Stanton Energy Center",564,"FL","Electric utility","ST,CT,CA","NG,LFG,BIT"
"Stanton Energy Reliability Center Hybrid",60698,"CA","Electric utility non-cogen","BA","MWH"
"Stanton Wind Energy LLC",56644,"TX","Electric utility non-cogen","WT","WND"
"Staples La Mirada, CA",57683,"CA","Electric utility non-cogen","PV","SUN"
"Star City School District",68722,"AR","Electric utility","PV","SUN"
"Star Garden",63395,"MN","Electric utility non-cogen","PV","SUN"
"Star Peak Geothermal Plant",65773,"NV","Electric utility non-cogen","BT","GEO"
"Star Point Wind Project LLC",57096,"OR","Electric utility non-cogen","WT","WND"
"Star Solar",58746,"NC","Electric utility non-cogen","PV","SUN"
"Stark",2613,"NY","Electric utility non-cogen","HY","WAT"
"Starr",62602,"NC","Electric utility non-cogen","PV","SUN"
"Starr Solar Ranch",65975,"TX","Electric utility non-cogen","PV","SUN"
"Starratt Solar",62940,"FL","Electric utility non-cogen","PV","SUN"
"Starvation",63344,"OR","Electric utility non-cogen","PV","SUN"
"State Auto Insurance",56244,"SD","Commercial non-cogen","IC","DFO"
"State Center",1187,"IA","Electric utility","IC","NG,DFO"
"State Farm",7556,"IL","Commercial non-cogen","IC","DFO"
"State Farm Insur Support Center Central",55390,"TX","Commercial non-cogen","IC","DFO"
"State Highway 17B Solar",66231,"NY","Electric utility non-cogen","PV","SUN"
"State Line Combined Cycle",7296,"MO","Electric utility","GT,CT,CA","JF,NG"
"State Route 14A Solar",66230,"NY","Electric utility non-cogen","PV","SUN"
"State Route 5",67550,"NY","Electric utility non-cogen","PV","SUN"
"State Route 64N Community Solar Farm",62520,"NY","Electric utility non-cogen","PV","SUN"
"State Street Solar LLC",59363,"MA","Electric utility non-cogen","PV","SUN"
"Stateline Solar",58646,"CA","Electric utility non-cogen","PV","SUN"
"Statesboro Solar LLC",65727,"GA","Electric utility non-cogen","PV","SUN"
"Statesville Solar",61535,"NC","Electric utility non-cogen","PV","SUN"
"Station H",2135,"MO","Electric utility","GT","NG,DFO"
"Station I",2136,"MO","Electric utility","GT","DFO"
"Staunton",61885,"IN","Electric utility non-cogen","PV","SUN"
"Steamboat Hills LP",50654,"NV","Electric utility non-cogen","PV,BT","GEO,SUN"
"Steamboat II",54665,"NV","Electric utility non-cogen","PV,BT","GEO,SUN"
"Steamboat III",54666,"NV","Electric utility non-cogen","PV,BT","GEO,SUN"
"Stearns Community Solar One LLC CSG",63121,"MN","Electric utility non-cogen","PV","SUN"
"Stearns Solar I",63400,"MN","Electric utility non-cogen","PV","SUN"
"Stebbins",57055,"AK","Electric utility","IC","DFO"
"Steel Bridge Solar, LLC",60057,"OR","Electric utility non-cogen","PV","SUN"
"Steel Solar LLC",66267,"UT","Electric utility non-cogen","PV","SUN"
"Steel Sun",59705,"NY","Electric utility non-cogen","PV","SUN"
"Steel Sun 2: 2303-III-2 Hamburg Tpke",62723,"NY","Electric utility non-cogen","PV","SUN"
"Steel Sun 2: 2303-III-4 Hamburg Tpke",62722,"NY","Electric utility non-cogen","PV","SUN"
"Steel Sun 2: 2303-III-9 Hamburg Tpke",62721,"NY","Electric utility non-cogen","PV","SUN"
"Steel Winds II",57078,"NY","Electric utility non-cogen","WT","WND"
"Steel Winds Wind Farm",56575,"NY","Electric utility non-cogen","WT","WND"
"Steele Flats Wind Project LLC",58594,"NE","Electric utility non-cogen","WT","WND"
"Stella Wind Farm",59063,"TX","Electric utility non-cogen","WT","WND"
"Stenner Creek Solar",61607,"CA","Electric utility non-cogen","PV","SUN"
"Stephens Ranch Wind Energy LLC",57983,"TX","Electric utility non-cogen","WT","WND"
"Sterling",1326,"KS","Electric utility","IC","NG,DFO"
"Sterling I Wind Farm",60991,"NM","Electric utility non-cogen","WT","WND"
"Sterling PV 3",59198,"CO","Electric utility non-cogen","PV","SUN"
"Sterling Power Plant",50744,"NY","Electric utility non-cogen","CT","NG"
"Sterling Solar (TX)",61871,"TX","Electric utility non-cogen","PV","SUN"
"Sterlington Greenworks LLC",59275,"NY","Electric utility non-cogen","PV","SUN"
"Stetson Road Solar - Barre I",59765,"MA","Electric utility non-cogen","PV","SUN"
"Stetson Wind I",56989,"ME","Electric utility non-cogen","WT","WND"
"Stetson Wind II",56991,"ME","Electric utility non-cogen","WT","WND"
"Stevens Community Medical Center",56245,"MN","Commercial non-cogen","IC","DFO"
"Stevens Community Solar LLC",63794,"MN","Electric utility non-cogen","PV","SUN"
"Stevens Creek",736,"GA","Electric utility","HY","WAT"
"Stevens Mills Dam",10109,"NH","Electric utility non-cogen","HY","WAT"
"Stevens Point",3973,"WI","Electric utility","HY","WAT"
"Stevens Point Mill",55861,"WI","Industrial cogen","ST","NG"
"Stevenson",553,"CT","Electric utility non-cogen","HY","WAT"
"Stewart CSG1, LLC",63599,"MN","Electric utility non-cogen","PV","SUN"
"Stewart Mountain",150,"AZ","Electric utility","HY","WAT"
"Stewarts Bridge",2614,"NY","Electric utility non-cogen","HY","WAT"
"Stikeleather Farm",59595,"NC","Electric utility non-cogen","PV","SUN"
"Stiles",4147,"WI","Electric utility","HY","WAT"
"Stillwater B",59437,"ME","Electric utility non-cogen","HY","WAT"
"Stillwater Energy Center",59647,"OK","Electric utility","IC","NG"
"Stillwater Facility",50765,"NV","Electric utility non-cogen","PV,BT","GEO,SUN"
"Stillwater Hydro Electric Project",54395,"NY","Electric utility non-cogen","HY","WAT"
"Stillwater Hydro Station",1478,"ME","Electric utility non-cogen","HY","WAT"
"Stillwater Reservoir Hydro",50513,"NY","Electric utility non-cogen","HY","WAT"
"Stillwater Solar PV II",61809,"NV","Electric utility non-cogen","PV","SUN"
"Stillwater Wind, LLC",61858,"MT","Electric utility non-cogen","WT","WND"
"Stock Island",6584,"FL","Electric utility","IC,GT","DFO"
"Stockton",1327,"KS","Electric utility","IC","NG,DFO"
"Stockton (MN)",64930,"MN","Electric utility non-cogen","PV","SUN"
"Stockton Athletic Center",57864,"NJ","Electric utility non-cogen","PV","SUN"
"Stockton Biomass",54238,"CA","Electric utility cogen","ST","WDS"
"Stockton Hydro",2124,"MO","Electric utility","HY","WAT"
"Stoltze CoGen1",58523,"MT","Industrial cogen","ST","WDS"
"Stone Creek",7508,"OR","Electric utility","HY","WAT"
"Stone Hill Solar CSG",60710,"MA","Electric utility non-cogen","PV","SUN"
"Stone Solar",61085,"NC","Electric utility non-cogen","PV","SUN"
"Stonegate",65576,"TX","Electric utility non-cogen","IC","DFO"
"Stoneheart Solar, LLC",64462,"MI","Electric utility non-cogen","PV","SUN"
"Stoneray Power Partners, LLC",62269,"MN","Electric utility non-cogen","WT","WND"
"Stoney Corners Wind Farm",57131,"MI","Electric utility non-cogen","WT","WND"
"Stony Brook",6081,"MA","Electric utility","CT,GT","NG,DFO"
"Stony Brook Cogen Plant",54149,"NY","Electric utility cogen","GT","NG,DFO"
"Stony Creek Wind Farm LLC",56980,"PA","Electric utility non-cogen","WT","WND"
"Stony Creek Wind Farm NY",58088,"NY","Electric utility non-cogen","WT","WND"
"Stony Gorge",7151,"CA","Electric utility","HY","WAT"
"Stony Knoll Solar, LLC",62820,"NC","Electric utility non-cogen","PV","SUN"
"Storey Bend Solar",67209,"FL","Electric utility non-cogen","PV","SUN"
"Storey Solar and Storage",65956,"AZ","Electric utility non-cogen","BA,PV","MWH,SUN"
"Storm Lake 1",54793,"IA","Electric utility non-cogen","WT","WND"
"Storm Lake II",55287,"IA","Electric utility non-cogen","WT","WND"
"Storrie Lake Solar Project",58794,"NM","Electric utility non-cogen","PV","SUN"
"Story City",1188,"IA","Electric utility","IC","NG,DFO"
"Story City Wind Project",58927,"IA","Electric utility non-cogen","WT","WND"
"Stout Farm",59581,"NC","Electric utility non-cogen","PV","SUN"
"Stow PV",59015,"MA","Electric utility non-cogen","PV","SUN"
"Straight Garden Solar",63424,"MN","Electric utility non-cogen","PV","SUN"
"Strandness Garden",63367,"MN","Electric utility non-cogen","PV","SUN"
"Strata Roof 1",60219,"CA","Electric utility non-cogen","PV","SUN"
"Stratford Solar Center, LLC",61908,"VA","Electric utility non-cogen","PV","SUN"
"Strauss CSG",63108,"NY","Electric utility non-cogen","PV","SUN"
"Strauss Wind Farm",62113,"CA","Electric utility non-cogen","WT","WND"
"Strawberry Creek",6393,"WY","Electric utility","HY","WAT"
"Strawberry Point DPC Solar",60955,"IA","Electric utility non-cogen","PV","SUN"
"Streator Cayuga Ridge South",57094,"IL","Electric utility non-cogen","WT","WND"
"Streeter Station",1131,"IA","Electric utility","ST","NG,BIT"
"Strider Solar, LLC",63270,"NC","Electric utility non-cogen","PV","SUN"
"Strix Solar",67907,"WI","Electric utility","PV","SUN"
"Strobus",64862,"WI","Electric utility non-cogen","PV","SUN"
"Stromland Solar",65088,"WI","Electric utility non-cogen","PV","SUN"
"Stromsburg-Polk County",68723,"NE","Electric utility","PV","SUN"
"Strontia Springs Hydro Plant",10081,"CO","Electric utility non-cogen","HY","WAT"
"Stroud Solar Station",57497,"CA","Electric utility","PV","SUN"
"Stryker",2881,"OH","Electric utility non-cogen","GT","DFO"
"Stryker 22, L.L.C.",61891,"NJ","Electric utility non-cogen","BA","MWH"
"Stryker Creek",3504,"TX","Electric utility non-cogen","IC,ST","NG,DFO"
"Stuart (NE)",2305,"NE","Electric utility","IC","NG"
